temp,feels_like,temp_min,temp_max,humidity,pressure,wind_speed,wind_deg,visibility,weather_main,weather_desc,lat,lon,altitude,sea_level,dew_point,clouds,day_of_week,train_number,train_name,origin_code,origin_name,dest_code,dest_name,scheduled_arr_time,actual_arr_time,scheduled_dept_time,actual_dept_time,dwell_minutes,day_of_journey,curr_station_code,tracks_on_route,maintenance_type,trains_nearby
33.8,35.9,31.8,37.4,66,997,14.7,282,7338,Clear,clear sky,11.1034,82.2329,1315,1001,26.8,18,Thursday,36308,Train 36308,STN26,Station STN26,STN73,Station STN73,2025-09-11 23:45:00,2025-09-11 23:48:50.848889,2025-09-11 23:50:00,2025-09-11 23:53:45.155035,4,1,STN36,12,None,6
22.4,24.8,22.4,25.5,76,1013,65.3,163,10000,Thunderstorm,thunderstorm,15.531,86.8346,481,1010,17.1,57,Monday,52537,Train 52537,STN36,Station STN36,STN82,Station STN82,2025-07-21 22:30:00,2025-07-21 22:42:55.862288,2025-07-21 22:52:00,2025-07-21 23:08:22.470389,25,2,STN41,1,None,2
21.5,21.7,18.5,23.9,96,1013,37.6,1,6456,Rain,moderate rain,36.4543,83.3721,944,1016,14.3,73,Sunday,93911,Train 93911,STN31,Station STN31,STN59,Station STN59,2025-09-14 19:15:00,2025-09-14 19:27:13.545375,2025-09-14 19:35:00,2025-09-14 19:50:33.961423,23,2,STN94,2,Minor,2
22.3,25.1,19.3,24.8,91,989,109.3,11,8901,Cyclone,strong cyclone winds,26.5652,91.9778,2753,991,19.1,42,Friday,75679,Train 75679,STN4,Station STN4,STN51,Station STN51,2025-08-08 21:30:00,2025-08-08 21:50:18.394162,2025-08-08 21:34:00,2025-08-08 21:55:08.790846,4,2,STN17,9,,8
18.9,16.6,16.8,22.8,85,1026,38.8,217,5469,Rain,moderate rain,11.5967,82.8918,881,1027,9.4,29,Friday,22463,Train 22463,STN25,Station STN25,STN99,Station STN99,2025-06-20 11:30:00,2025-06-20 11:41:51.005796,2025-06-20 11:37:00,2025-06-20 11:47:54.465573,6,3,STN49,9,None,21
18.8,18.2,16.2,21.8,71,1020,19.2,226,7093,Clear,clear sky,27.8099,83.0376,2865,1026,12.5,11,Sunday,40609,Train 40609,STN37,Station STN37,STN92,Station STN92,2025-09-28 06:45:00,2025-09-28 07:30:40.460424,2025-09-28 07:02:00,2025-09-28 07:49:59.978169,19,2,STN42,2,,24
8.0,7.4,7.7,11.5,55,983,58.3,162,2339,Fog,foggy,27.2616,94.2474,2033,987,-1.9,96,Wednesday,17898,Train 17898,STN27,Station STN27,STN69,Station STN69,2025-06-18 00:30:00,2025-06-18 01:14:06.377765,2025-06-18 00:33:00,2025-06-18 01:21:20.784331,7,2,STN65,2,Major,23
21.9,19.5,20.0,24.1,53,1018,7.2,47,6802,Thunderstorm,thunderstorm,21.5728,86.1306,2427,1012,17.4,47,Wednesday,52415,Train 52415,STN17,Station STN17,STN54,Station STN54,2025-10-22 18:00:00,2025-10-22 18:08:14.856539,2025-10-22 18:12:00,2025-10-22 18:21:00.151511,12,3,STN87,12,,2
26.0,28.9,23.7,27.4,49,1018,58.8,47,7862,Rain,moderate rain,30.8061,95.2867,1289,1011,22.4,52,Friday,75663,Train 75663,STN45,Station STN45,STN97,Station STN97,2025-10-31 12:15:00,2025-10-31 12:20:19.106849,2025-10-31 12:21:00,2025-10-31 12:30:29.515273,10,3,STN8,11,Major,1
26.2,23.4,22.9,28.5,84,1045,83.7,186,9269,Cyclone,strong cyclone winds,30.9194,81.5355,1919,1036,16.3,40,Saturday,43598,Train 43598,STN43,Station STN43,STN91,Station STN91,2025-07-05 10:30:00,2025-07-05 10:40:12.808633,2025-07-05 10:50:00,2025-07-05 11:06:11.429104,25,1,STN41,10,,2
21.3,18.9,18.3,21.7,52,1008,19.1,221,9001,Rain,moderate rain,16.2369,77.3207,1791,1003,13.2,90,Wednesday,60702,Train 60702,STN21,Station STN21,STN85,Station STN85,2025-06-11 00:30:00,2025-06-11 00:44:37.361724,2025-06-11 00:54:00,2025-06-11 01:11:47.488502,27,3,STN67,8,Minor,14
18.5,19.0,16.8,19.1,48,992,62.2,305,4513,Clouds,scattered clouds,10.1666,73.7866,148,984,13.6,65,Saturday,50485,Train 50485,STN9,Station STN9,STN77,Station STN77,2025-09-13 19:30:00,2025-09-13 19:33:52.266394,2025-09-13 19:39:00,2025-09-13 19:42:22.676650,8,2,STN86,9,,3
22.1,20.7,21.5,22.8,64,1032,55.0,133,7484,Cyclone,strong cyclone winds,11.6921,77.164,2291,1030,19.3,50,Monday,74954,Train 74954,STN5,Station STN5,STN76,Station STN76,2025-10-13 01:00:00,2025-10-13 01:37:12.516139,2025-10-13 01:06:00,2025-10-13 01:48:02.404449,10,1,STN41,2,Major,11
24.8,25.8,21.3,27.1,52,1048,70.0,206,7927,Rain,moderate rain,12.1758,86.0746,1621,1046,18.6,62,Sunday,10502,Train 10502,STN15,Station STN15,STN81,Station STN81,2025-09-21 22:45:00,2025-09-21 23:16:43.444288,2025-09-21 23:00:00,2025-09-21 23:32:15.315585,15,2,STN44,1,Minor,8
11.5,14.4,8.2,13.8,77,1028,34.6,126,766,Fog,foggy,25.9789,81.0713,2918,1028,4.8,64,Monday,50721,Train 50721,STN48,Station STN48,STN64,Station STN64,2025-07-28 17:45:00,2025-07-28 18:16:47.543204,2025-07-28 17:50:00,2025-07-28 18:28:51.471563,12,3,STN84,1,,7
21.7,20.1,18.1,24.6,78,1013,17.9,184,9059,Rain,moderate rain,14.2685,78.071,1522,1021,13.1,85,Thursday,80980,Train 80980,STN50,Station STN50,STN72,Station STN72,2025-08-21 10:15:00,2025-08-21 10:21:49.359368,2025-08-21 10:31:00,2025-08-21 10:44:45.541067,22,3,STN79,12,None,3
19.2,21.4,18.6,19.4,78,974,51.6,162,5592,Rain,moderate rain,20.893,90.4293,1615,966,9.4,82,Wednesday,22518,Train 22518,STN29,Station STN29,STN82,Station STN82,2025-06-18 19:15:00,2025-06-18 19:34:49.223479,2025-06-18 19:32:00,2025-06-18 19:53:45.103928,18,2,STN74,6,,20
21.1,22.9,21.0,21.8,63,1035,10.1,179,7064,Clear,clear sky,31.3583,77.3139,2618,1040,15.1,20,Sunday,83737,Train 83737,STN42,Station STN42,STN94,Station STN94,2025-07-13 05:15:00,2025-07-13 05:19:48.855822,2025-07-13 05:28:00,2025-07-13 05:32:42.812854,12,1,STN77,7,,5
35.7,34.2,35.5,35.8,43,1019,67.5,238,7580,Heatwave,extreme heat,17.3869,69.0747,614,1009,32.5,27,Monday,90867,Train 90867,STN20,Station STN20,STN96,Station STN96,2025-07-07 00:30:00,2025-07-07 00:40:13.204573,2025-07-07 00:49:00,2025-07-07 01:05:48.426446,25,1,STN46,7,Minor,11
10.5,12.8,7.0,13.6,49,1010,53.4,339,1277,Fog,foggy,18.1047,75.9342,1986,1018,3.6,73,Wednesday,27901,Train 27901,STN6,Station STN6,STN63,Station STN63,2025-09-17 12:15:00,2025-09-17 12:26:38.993013,2025-09-17 12:37:00,2025-09-17 12:50:51.369422,24,3,STN41,3,None,1
19.2,17.8,18.4,19.4,53,1040,32.0,211,7609,Clear,clear sky,17.7625,73.7838,2042,1050,13.7,8,Tuesday,64504,Train 64504,STN24,Station STN24,STN92,Station STN92,2025-10-14 17:15:00,2025-10-14 17:30:21.703372,2025-10-14 17:37:00,2025-10-14 17:52:50.630840,22,2,STN34,6,,25
27.1,25.2,25.5,28.8,76,1019,54.0,236,9286,Rain,moderate rain,31.5984,69.2004,1580,1025,22.7,88,Monday,80087,Train 80087,STN11,Station STN11,STN88,Station STN88,2025-07-14 16:45:00,2025-07-14 16:57:09.121480,2025-07-14 16:58:00,2025-07-14 17:12:40.290381,15,3,STN38,10,,10
22.6,24.4,19.8,26.4,91,986,38.3,122,9094,Thunderstorm,thunderstorm,24.2805,89.2135,762,986,15.4,97,Friday,84219,Train 84219,STN27,Station STN27,STN74,Station STN74,2025-06-20 08:15:00,2025-06-20 08:32:12.238644,2025-06-20 08:31:00,2025-06-20 08:46:44.648305,14,1,STN63,8,,6
24.6,23.5,22.5,26.5,72,1041,9.5,99,7241,Rain,moderate rain,17.2563,71.2082,1005,1050,18.3,56,Wednesday,83177,Train 83177,STN18,Station STN18,STN91,Station STN91,2025-10-08 21:15:00,2025-10-08 21:29:59.756944,2025-10-08 21:34:00,2025-10-08 21:50:18.200571,20,3,STN19,7,None,18
27.9,28.7,25.9,28.8,55,1023,109.1,34,9839,Cyclone,strong cyclone winds,19.4859,90.4449,2894,1023,22.4,24,Sunday,39490,Train 39490,STN50,Station STN50,STN51,Station STN51,2025-09-14 22:00:00,2025-09-14 22:15:39.398014,2025-09-14 22:23:00,2025-09-14 22:42:32.194092,26,3,STN17,9,,10
3.5,2.4,0.1,4.7,65,1017,7.7,55,2148,Fog,foggy,15.0337,71.2758,2691,1008,-2.8,90,Friday,93948,Train 93948,STN30,Station STN30,STN57,Station STN57,2025-09-12 14:00:00,2025-09-12 14:13:26.041464,2025-09-12 14:03:00,2025-09-12 14:15:42.098861,2,3,STN93,3,Minor,3
16.4,16.3,13.8,19.7,20,1024,31.3,64,8437,Clear,clear sky,29.6004,91.369,2532,1024,12.7,23,Saturday,41307,Train 41307,STN35,Station STN35,STN98,Station STN98,2025-08-16 09:15:00,2025-08-16 09:15:13.238505,2025-08-16 09:33:00,2025-08-16 09:33:00.000000,17,2,STN66,10,,1
41.1,42.9,40.8,44.2,91,995,48.4,181,10000,Heatwave,extreme heat,25.4186,75.6822,669,1002,36.7,56,Thursday,98969,Train 98969,STN48,Station STN48,STN62,Station STN62,2025-09-04 23:15:00,2025-09-04 23:24:30.851704,2025-09-04 23:39:00,2025-09-04 23:49:15.846535,24,3,STN63,5,Minor,5
22.5,21.2,19.4,25.5,81,986,7.5,101,7482,Rain,moderate rain,32.0412,86.558,2536,993,17.3,61,Monday,49641,Train 49641,STN31,Station STN31,STN92,Station STN92,2025-09-08 09:15:00,2025-09-08 10:06:12.041084,2025-09-08 09:22:00,2025-09-08 10:11:22.202103,5,3,STN41,2,None,25
45.9,47.4,42.4,48.7,33,1022,0.3,50,9965,Heatwave,extreme heat,11.3157,83.4179,1818,1013,38.7,64,Monday,50599,Train 50599,STN40,Station STN40,STN76,Station STN76,2025-08-11 11:30:00,2025-08-11 11:34:01.208542,2025-08-11 11:36:00,2025-08-11 11:40:11.159322,6,3,STN47,7,None,0
38.0,36.3,34.1,39.1,15,999,18.9,189,7339,Heatwave,extreme heat,24.3722,79.5727,306,1008,31.2,66,Thursday,90337,Train 90337,STN3,Station STN3,STN91,Station STN91,2025-08-21 13:00:00,2025-08-21 13:58:28.319260,2025-08-21 13:10:00,2025-08-21 14:10:21.985395,11,3,STN63,0,,9
24.2,27.1,21.4,24.3,90,1040,119.0,168,7636,Cyclone,strong cyclone winds,16.1968,86.7245,2531,1050,14.3,44,Sunday,64112,Train 64112,STN4,Station STN4,STN87,Station STN87,2025-06-01 14:15:00,2025-06-01 14:37:39.814379,2025-06-01 14:26:00,2025-06-01 14:50:18.831545,12,1,STN36,2,None,2
26.5,25.0,24.0,27.8,88,1003,73.2,158,6796,Cyclone,strong cyclone winds,24.226,82.9812,1821,993,16.7,86,Sunday,85612,Train 85612,STN16,Station STN16,STN56,Station STN56,2025-06-01 20:45:00,2025-06-01 21:13:39.826600,2025-06-01 20:52:00,2025-06-01 21:26:33.505388,12,2,STN11,5,,22
3.5,0.6,-0.3,4.4,55,1022,41.3,206,6520,Snow,light snow,9.0753,93.9391,2325,1026,-5.8,65,Thursday,55309,Train 55309,STN10,Station STN10,STN59,Station STN59,2025-10-23 18:30:00,2025-10-23 18:41:54.339530,2025-10-23 18:45:00,2025-10-23 18:57:59.162231,16,1,STN18,9,Minor,3
12.2,13.1,10.4,13.7,87,1032,14.9,275,1042,Fog,foggy,33.7171,85.4621,404,1039,8.7,93,Monday,39898,Train 39898,STN30,Station STN30,STN51,Station STN51,2025-07-14 08:45:00,2025-07-14 09:31:30.397571,2025-07-14 08:59:00,2025-07-14 09:47:36.363328,16,3,STN23,2,None,24
21.5,21.3,19.3,23.9,65,999,49.9,323,6895,Rain,moderate rain,29.042,74.4052,1810,994,15.1,80,Sunday,43835,Train 43835,STN50,Station STN50,STN54,Station STN54,2025-07-20 21:00:00,2025-07-20 21:14:32.000569,2025-07-20 21:22:00,2025-07-20 21:36:23.874306,21,3,STN6,3,,8
23.4,25.8,20.8,23.5,40,1020,70.7,249,8889,Cyclone,strong cyclone winds,23.4668,77.782,1462,1013,13.5,65,Tuesday,44150,Train 44150,STN28,Station STN28,STN65,Station STN65,2025-09-30 16:15:00,2025-09-30 16:33:19.087075,2025-09-30 16:32:00,2025-09-30 16:56:58.753376,23,2,STN49,10,,9
26.3,26.1,24.9,26.6,60,994,57.1,234,7011,Rain,moderate rain,33.6072,91.6624,933,989,17.0,52,Tuesday,12052,Train 12052,STN15,Station STN15,STN91,Station STN91,2025-08-19 11:15:00,2025-08-19 11:26:45.126299,2025-08-19 11:38:00,2025-08-19 11:55:34.969938,28,3,STN55,4,,9
3.4,3.9,0.8,6.6,100,1029,32.0,193,2249,Fog,foggy,18.1761,83.9147,2283,1027,-1.1,94,Saturday,61465,Train 61465,STN7,Station STN7,STN99,Station STN99,2025-09-06 22:30:00,2025-09-06 22:39:52.914642,2025-09-06 22:34:00,2025-09-06 22:44:08.857046,4,3,STN93,5,,0
36.1,38.6,33.1,37.0,67,1001,57.2,319,9389,Heatwave,extreme heat,33.1577,80.9732,2613,999,28.3,68,Friday,19894,Train 19894,STN34,Station STN34,STN66,Station STN66,2025-07-11 14:15:00,2025-07-11 14:42:27.272166,2025-07-11 14:23:00,2025-07-11 14:57:52.656347,15,1,STN16,0,Minor,3
20.7,21.4,17.6,23.0,81,993,10.3,68,10000,Clouds,scattered clouds,16.9515,78.8872,1603,992,16.7,47,Wednesday,98591,Train 98591,STN32,Station STN32,STN61,Station STN61,2025-10-08 17:15:00,2025-10-08 17:26:53.098313,2025-10-08 17:28:00,2025-10-08 17:47:34.170548,20,3,STN38,8,,20
4.3,6.3,3.2,4.6,71,1021,3.9,210,700,Fog,foggy,18.8005,79.5586,1271,1031,-2.8,75,Tuesday,56056,Train 56056,STN3,Station STN3,STN76,Station STN76,2025-06-10 10:45:00,2025-06-10 10:58:35.627899,2025-06-10 10:57:00,2025-06-10 11:14:35.541867,15,3,STN35,9,,24
26.9,26.9,23.4,27.0,90,1031,39.4,49,9435,Rain,moderate rain,12.6439,72.9657,1573,1041,18.9,49,Wednesday,96937,Train 96937,STN40,Station STN40,STN62,Station STN62,2025-08-27 11:15:00,2025-08-27 11:22:06.493968,2025-08-27 11:29:00,2025-08-27 11:34:50.070023,12,3,STN92,10,,3
41.4,40.2,39.0,45.0,94,998,14.9,110,7315,Heatwave,extreme heat,28.006,68.4963,1079,992,39.0,43,Sunday,22547,Train 22547,STN40,Station STN40,STN67,Station STN67,2025-06-22 21:45:00,2025-06-22 22:55:27.724481,2025-06-22 22:03:00,2025-06-22 23:18:47.595496,23,3,STN9,0,,10
22.2,19.7,20.8,24.4,53,1021,57.4,354,6221,Rain,moderate rain,11.9428,73.5313,2770,1012,18.5,23,Thursday,90242,Train 90242,STN24,Station STN24,STN54,Station STN54,2025-07-10 23:45:00,2025-07-11 00:33:31.035668,2025-07-10 23:56:00,2025-07-11 00:43:37.887983,10,1,STN88,2,None,24
-4.7,-3.1,-8.2,-1.8,63,1000,21.7,345,9931,Snow,light snow,35.8957,71.9043,2224,999,-7.0,75,Monday,31188,Train 31188,STN9,Station STN9,STN91,Station STN91,2025-07-07 03:15:00,2025-07-07 03:27:03.298884,2025-07-07 03:19:00,2025-07-07 03:38:12.519295,11,1,STN92,9,,19
20.0,17.5,18.6,22.0,76,1011,9.8,117,8447,Clouds,scattered clouds,26.6872,77.3597,1568,1005,11.4,64,Wednesday,16739,Train 16739,STN13,Station STN13,STN58,Station STN58,2025-06-25 22:00:00,2025-06-25 22:08:57.371759,2025-06-25 22:14:00,2025-06-25 22:29:30.342050,20,3,STN85,10,None,19
25.8,23.8,23.9,27.1,66,995,45.3,14,8116,Rain,moderate rain,24.41,96.0718,1132,1000,20.8,57,Tuesday,53966,Train 53966,STN15,Station STN15,STN54,Station STN54,2025-06-03 20:30:00,2025-06-03 20:39:08.275399,2025-06-03 20:51:00,2025-06-03 21:05:53.439114,26,2,STN53,8,,0
22.9,22.5,20.7,24.7,85,1011,60.7,232,7236,Clear,clear sky,28.1983,93.6926,1515,1018,13.3,0,Wednesday,35751,Train 35751,STN2,Station STN2,STN68,Station STN68,2025-10-29 14:45:00,2025-10-29 14:49:48.133241,2025-10-29 14:51:00,2025-10-29 14:55:16.809313,5,1,STN18,8,,6
25.9,23.1,23.1,29.4,98,1017,58.6,105,7121,Clouds,scattered clouds,33.6318,83.6054,2520,1016,16.3,68,Thursday,86443,Train 86443,STN45,Station STN45,STN86,Station STN86,2025-09-11 14:00:00,2025-09-11 15:27:53.820265,2025-09-11 14:07:00,2025-09-11 15:35:54.878068,8,1,STN95,0,Minor,13
23.0,24.1,19.8,26.6,57,1011,2.7,38,7414,Clear,clear sky,22.4481,93.0498,1856,1001,14.3,4,Friday,74353,Train 74353,STN5,Station STN5,STN68,Station STN68,2025-07-25 04:15:00,2025-07-25 04:24:49.527691,2025-07-25 04:35:00,2025-07-25 04:48:12.377468,23,3,STN61,1,,3
39.6,42.4,37.9,42.6,79,1018,48.2,206,7121,Heatwave,extreme heat,14.1901,91.5994,1091,1014,35.7,95,Wednesday,30092,Train 30092,STN5,Station STN5,STN100,Station STN100,2025-08-27 20:00:00,2025-08-27 20:08:33.831263,2025-08-27 20:20:00,2025-08-27 20:30:08.142056,21,3,STN5,3,Minor,2
25.0,27.5,22.3,25.1,72,985,59.5,29,6656,Thunderstorm,thunderstorm,13.9133,87.66,2997,981,19.7,43,Tuesday,85643,Train 85643,STN33,Station STN33,STN56,Station STN56,2025-10-21 02:45:00,2025-10-21 03:00:02.231462,2025-10-21 03:04:00,2025-10-21 03:25:47.007836,25,3,STN3,10,,16
13.8,16.0,11.9,14.5,47,1043,14.6,321,1461,Fog,foggy,9.9901,69.2949,17,1053,5.0,65,Friday,83910,Train 83910,STN35,Station STN35,STN100,Station STN100,2025-06-20 23:45:00,2025-06-20 23:57:46.079873,2025-06-20 23:51:00,2025-06-21 00:03:54.870001,6,2,STN35,2,None,3
-2.1,-3.8,-5.8,0.9,73,1031,50.6,163,7317,Snow,light snow,34.4522,79.2762,2481,1039,-10.8,91,Saturday,67997,Train 67997,STN33,Station STN33,STN96,Station STN96,2025-07-19 16:30:00,2025-07-19 16:54:47.926772,2025-07-19 16:54:00,2025-07-19 17:22:21.232251,27,3,STN16,1,,6
20.6,19.1,17.9,21.6,61,1012,43.8,146,7541,Clouds,scattered clouds,17.3441,85.4594,2343,1018,12.7,79,Tuesday,88628,Train 88628,STN31,Station STN31,STN59,Station STN59,2025-07-01 02:00:00,2025-07-01 02:13:43.287879,2025-07-01 02:14:00,2025-07-01 02:31:38.000207,17,3,STN98,4,None,11
28.0,29.3,24.3,28.1,65,1012,21.4,316,8339,Thunderstorm,thunderstorm,23.1388,89.3932,5,1010,18.5,76,Monday,48615,Train 48615,STN35,Station STN35,STN66,Station STN66,2025-10-13 07:00:00,2025-10-13 07:13:38.961675,2025-10-13 07:16:00,2025-10-13 07:29:00.802813,15,2,STN41,6,,10
28.6,30.9,27.9,29.2,51,983,18.2,232,8753,Thunderstorm,thunderstorm,17.2211,90.5592,2379,984,21.5,74,Sunday,87587,Train 87587,STN41,Station STN41,STN93,Station STN93,2025-06-01 06:45:00,2025-06-01 07:01:48.654329,2025-06-01 06:48:00,2025-06-01 07:07:09.249143,5,2,STN56,6,,3
18.1,20.6,15.9,19.6,76,1028,4.9,55,6808,Rain,moderate rain,8.5903,90.3711,2479,1028,12.4,67,Tuesday,79319,Train 79319,STN32,Station STN32,STN52,Station STN52,2025-06-24 21:00:00,2025-06-24 21:08:28.628684,2025-06-24 21:19:00,2025-06-24 21:27:04.877369,18,1,STN35,5,None,1
19.7,16.9,17.2,20.1,73,980,21.4,136,6156,Clear,clear sky,35.2934,86.4945,1827,980,16.4,7,Thursday,50944,Train 50944,STN19,Station STN19,STN53,Station STN53,2025-07-10 13:15:00,2025-07-10 13:35:38.258405,2025-07-10 13:34:00,2025-07-10 13:53:42.767359,18,2,STN42,0,,3
29.0,31.2,27.5,31.8,67,985,45.6,85,9660,Clouds,scattered clouds,34.429,75.5232,2876,994,26.5,59,Tuesday,39208,Train 39208,STN41,Station STN41,STN93,Station STN93,2025-07-01 16:00:00,2025-07-01 16:05:32.070118,2025-07-01 16:23:00,2025-07-01 16:27:54.700427,22,2,STN49,12,,3
2.6,4.2,-0.1,3.5,74,985,27.6,75,1818,Fog,foggy,36.2034,90.9593,257,994,-0.7,79,Wednesday,22027,Train 22027,STN13,Station STN13,STN53,Station STN53,2025-09-03 18:45:00,2025-09-03 18:50:46.833772,2025-09-03 18:49:00,2025-09-03 18:57:58.060935,7,3,STN75,4,,0
30.3,28.6,28.9,31.3,61,1024,17.2,8,9524,Clear,clear sky,10.6908,69.474,96,1030,23.1,20,Saturday,34972,Train 34972,STN21,Station STN21,STN85,Station STN85,2025-10-18 08:45:00,2025-10-18 08:50:03.875563,2025-10-18 08:56:00,2025-10-18 09:01:12.237156,11,3,STN20,3,None,3
25.4,23.6,23.7,26.8,79,1013,15.5,92,8936,Clear,clear sky,35.7994,88.7259,2967,1021,22.8,3,Tuesday,61044,Train 61044,STN26,Station STN26,STN86,Station STN86,2025-08-19 13:45:00,2025-08-19 13:55:14.633733,2025-08-19 14:01:00,2025-08-19 14:14:04.316085,18,3,STN21,9,None,24
19.8,21.2,16.1,20.6,69,1007,3.6,101,7680,Rain,moderate rain,15.9339,73.8909,1099,1005,12.2,23,Tuesday,78107,Train 78107,STN41,Station STN41,STN94,Station STN94,2025-08-19 07:00:00,2025-08-19 07:49:54.932474,2025-08-19 07:21:00,2025-08-19 08:17:33.889646,27,2,STN74,1,,14
26.6,28.3,24.8,28.9,55,1034,48.3,243,8963,Clear,clear sky,34.9247,84.4379,2597,1039,21.5,19,Monday,70116,Train 70116,STN42,Station STN42,STN58,Station STN58,2025-07-28 08:30:00,2025-07-28 08:34:13.566302,2025-07-28 08:49:00,2025-07-28 08:53:51.894201,19,2,STN6,8,,3
-5.2,-8.1,-5.5,-2.0,92,989,16.9,8,6601,Snow,light snow,31.4959,94.1011,1248,993,-14.8,36,Sunday,98980,Train 98980,STN13,Station STN13,STN82,Station STN82,2025-07-13 14:30:00,2025-07-13 14:41:01.030371,2025-07-13 14:44:00,2025-07-13 14:53:32.740915,12,3,STN96,3,Minor,1
39.1,39.1,36.5,40.2,72,1024,34.3,183,9906,Heatwave,extreme heat,24.4479,76.1882,2856,1027,31.1,33,Wednesday,82088,Train 82088,STN34,Station STN34,STN72,Station STN72,2025-08-13 09:15:00,2025-08-13 09:30:03.320630,2025-08-13 09:24:00,2025-08-13 09:44:12.349539,14,2,STN41,4,None,8
13.1,15.0,11.4,15.3,82,1032,54.6,96,1695,Fog,foggy,19.165,75.8476,2572,1025,8.3,38,Wednesday,18888,Train 18888,STN40,Station STN40,STN86,Station STN86,2025-07-09 16:00:00,2025-07-09 16:07:53.569634,2025-07-09 16:16:00,2025-07-09 16:22:47.503840,14,3,STN39,7,None,3
15.0,16.2,12.0,16.0,76,1017,23.7,77,7676,Clouds,scattered clouds,25.5668,72.7524,1700,1008,7.2,96,Thursday,70822,Train 70822,STN14,Station STN14,STN84,Station STN84,2025-07-31 20:00:00,2025-07-31 20:07:44.449823,2025-07-31 20:17:00,2025-07-31 20:22:59.235229,15,1,STN15,10,,20
41.5,43.2,40.8,42.9,76,968,57.3,58,7838,Heatwave,extreme heat,16.0716,75.3583,2225,974,34.5,95,Friday,17037,Train 17037,STN13,Station STN13,STN70,Station STN70,2025-10-03 00:30:00,2025-10-03 00:39:08.214472,2025-10-03 00:42:00,2025-10-03 00:54:42.265466,15,3,STN93,10,None,10
25.8,28.2,24.9,27.3,53,1023,32.8,270,8204,Clear,clear sky,33.7657,92.851,1653,1032,20.4,11,Saturday,85257,Train 85257,STN3,Station STN3,STN52,Station STN52,2025-08-16 12:30:00,2025-08-16 13:43:49.471993,2025-08-16 12:34:00,2025-08-16 13:55:47.993483,11,1,STN61,1,None,22
22.8,23.3,20.1,23.6,33,988,20.2,249,10000,Clouds,scattered clouds,8.3607,84.4143,2611,982,20.8,69,Sunday,55345,Train 55345,STN43,Station STN43,STN99,Station STN99,2025-07-13 16:30:00,2025-07-13 16:34:10.665539,2025-07-13 16:33:00,2025-07-13 16:45:01.744831,10,1,STN79,12,None,13
16.9,16.8,13.3,20.2,48,996,59.0,19,6896,Clear,clear sky,12.8797,72.8754,287,988,14.0,5,Wednesday,25340,Train 25340,STN44,Station STN44,STN52,Station STN52,2025-09-24 21:45:00,2025-09-24 22:15:34.068264,2025-09-24 22:08:00,2025-09-24 22:41:43.435892,26,3,STN79,2,,14
-1.1,-2.1,-1.6,2.5,40,1026,4.8,11,7877,Snow,light snow,34.9828,87.3693,1116,1031,-9.3,33,Wednesday,41754,Train 41754,STN34,Station STN34,STN99,Station STN99,2025-09-17 04:15:00,2025-09-17 06:50:03.454462,2025-09-17 04:26:00,2025-09-17 07:01:13.505912,11,2,STN80,0,,24
44.9,43.6,42.7,48.3,69,1028,35.2,117,8434,Heatwave,extreme heat,16.7195,70.0308,2832,1027,35.8,86,Sunday,61792,Train 61792,STN13,Station STN13,STN59,Station STN59,2025-08-10 08:00:00,2025-08-10 08:15:30.302822,2025-08-10 08:14:00,2025-08-10 08:35:20.260593,19,1,STN43,6,None,19
23.5,21.9,22.9,25.2,44,1049,13.7,139,9891,Thunderstorm,thunderstorm,35.0159,73.0439,1360,1050,13.7,56,Sunday,83895,Train 83895,STN41,Station STN41,STN98,Station STN98,2025-08-03 18:30:00,2025-08-03 18:47:11.871420,2025-08-03 18:42:00,2025-08-03 19:03:36.860278,16,2,STN65,11,,4
1.3,2.6,-2.2,5.1,76,981,1.1,324,8024,Snow,light snow,15.2776,91.2842,1835,990,-8.6,61,Monday,68588,Train 68588,STN20,Station STN20,STN56,Station STN56,2025-10-20 14:15:00,2025-10-20 16:38:17.289533,2025-10-20 14:38:00,2025-10-20 17:08:24.319026,30,1,STN23,0,Minor,21
26.4,25.7,24.7,29.9,72,1031,0.6,351,8072,Clouds,scattered clouds,8.1796,93.6228,2112,1040,20.8,37,Sunday,96544,Train 96544,STN18,Station STN18,STN96,Station STN96,2025-10-12 05:45:00,2025-10-12 06:12:35.189613,2025-10-12 06:02:00,2025-10-12 06:35:45.293247,23,3,STN72,1,Minor,7
27.3,29.0,26.4,30.2,52,1047,60.9,105,10000,Rain,moderate rain,29.233,68.4111,2738,1045,20.3,26,Sunday,30638,Train 30638,STN31,Station STN31,STN81,Station STN81,2025-06-29 05:15:00,2025-06-29 05:22:39.401944,2025-06-29 05:20:00,2025-06-29 05:28:25.270301,5,1,STN80,10,,5
20.3,20.5,19.7,21.0,50,1042,11.4,342,5197,Rain,moderate rain,25.2402,90.3051,1990,1041,17.6,67,Tuesday,86704,Train 86704,STN19,Station STN19,STN87,Station STN87,2025-07-08 06:45:00,2025-07-08 06:51:13.337372,2025-07-08 07:06:00,2025-07-08 07:18:44.071829,27,2,STN78,8,,4
20.4,17.8,19.4,22.1,53,992,69.1,31,9481,Clouds,scattered clouds,20.8278,93.9216,809,982,13.4,76,Friday,57094,Train 57094,STN9,Station STN9,STN84,Station STN84,2025-08-01 06:00:00,2025-08-01 06:06:52.766630,2025-08-01 06:10:00,2025-08-01 06:19:43.300613,12,1,STN67,11,None,13
