temp,feels_like,temp_min,temp_max,humidity,pressure,wind_speed,wind_deg,visibility,weather_main,weather_desc,lat,lon,altitude,sea_level,dew_point,clouds,day_of_week,train_number,train_name,origin_code,dest_code,origin_name,dest_name,scheduled_arr_time,actual_arr_time,scheduled_dept_time,actual_dept_time,dwell_minutes,day_of_journey,curr_station_code,tracks_on_route,trains_nearby
296.6560243,282.0351118,300.9819433,292.6136748,74.7,1024,10.63,334,70.25,Fog,dense fog,24.3245,74.1986,1077.4,296.6560243,9.68,18.6,Saturday,12886,Train_12886,DDN,PNBE,DDN,PNBE,9/12/2025 9:24,9/12/2025 9:27,9/12/2025 10:27,9/12/2025 10:33,43,12,DDN,5,12
295.8895174,289.028907,301.6534203,306.8566679,81.6,1003,10.98,7,88.86,Clear,bright and sunny,26.5319,85.523,954,295.8895174,7.33,90.95,Friday,12052,Train_12052,PUNE,VSKP,PUNE,VSKP,9/12/2025 16:28,9/12/2025 16:32,9/12/2025 17:28,9/12/2025 17:37,40,26,PUNE,2,7
287.2555687,301.2451627,297.9495471,305.6787854,82,1009,2.61,153,61.05,Clouds,overcast clouds,8.4956,79.7282,984.4,287.2555687,10.89,82.79,Monday,12787,Train_12787,PNBE,PUNE,PNBE,PUNE,9/12/2025 2:39,9/12/2025 2:42,9/12/2025 3:40,9/12/2025 3:50,25,21,PNBE,5,9
282.793083,282.020518,285.8086057,291.233875,85.2,1018,5.42,35,81.7,Haze,mist,16.418,74.495,1085.4,282.793083,14.23,16.36,Monday,12882,Train_12882,CSTM,NDLS,CSTM,NDLS,9/12/2025 1:12,9/12/2025 1:16,9/12/2025 2:16,9/12/2025 2:23,24,27,CSTM,4,6
306.9164727,297.4651138,305.2158509,309.4136533,92.4,1017,9.56,47,59.01,Fog,fog,25.2212,73.9035,474.3,306.9164727,12.48,87.12,Tuesday,12231,Train_12231,BBS,VSKP,BBS,VSKP,9/12/2025 16:46,9/12/2025 16:46,9/12/2025 17:49,9/12/2025 17:51,40,24,BBS,4,2
307.0125417,290.3764917,298.1219694,310.5844505,70,1004,1.06,84,77.26,Thunderstorm,thunderstorm,8.2523,73.308,517.4,307.0125417,11.66,27.22,Sunday,12211,Train_12211,PNBE,PNBE,PNBE,PNBE,9/12/2025 3:31,9/12/2025 3:31,9/12/2025 4:32,9/12/2025 4:40,30,28,PNBE,2,6
298.9930437,298.6274655,294.8132189,291.8022763,83.8,1018,5.42,27,60.14,Clear,bright and sunny,8.8904,85.5432,685.1,298.9930437,10.83,8.09,Wednesday,12007,Train_12007,NDLS,VSKP,NDLS,VSKP,9/12/2025 1:33,9/12/2025 1:35,9/12/2025 2:33,9/12/2025 2:45,51,5,NDLS,3,8
290.1708937,281.372261,281.3296841,292.6327485,77.2,1022,8.02,195,85.35,Thunderstorm,thunderstorm with rain,31.001,74.5797,495.8,290.1708937,9.88,65.68,Friday,12633,Train_12633,ALD,ALD,ALD,ALD,9/12/2025 4:11,9/12/2025 4:11,9/12/2025 5:13,9/12/2025 5:22,35,21,ALD,2,6
290.4762872,306.1461042,291.4116663,297.1690246,51.2,1021,14.94,207,72.46,Thunderstorm,thunderstorm with rain,26.4687,80.5328,1478.2,290.4762872,6.87,65.38,Tuesday,12482,Train_12482,JAT,PNBE,JAT,PNBE,9/12/2025 9:23,9/12/2025 9:27,9/12/2025 10:26,9/12/2025 10:29,5,1,JAT,1,9
301.7786704,309.2046691,291.8107481,310.2336244,41.5,1015,7.12,203,57.44,Thunderstorm,thunderstorm,15.165,79.0309,1230.4,301.7786704,13.95,9.49,Saturday,12041,Train_12041,NDLS,JAT,NDLS,JAT,9/12/2025 0:39,9/12/2025 0:43,9/12/2025 1:39,9/12/2025 1:51,42,2,NDLS,2,4
306.9133078,309.0663357,303.9369083,308.289583,57.1,1000,12.24,306,58.97,Clear,clear sky,26.575,81.5922,288.7,306.9133078,7.49,31.89,Monday,12332,Train_12332,DDN,NDLS,DDN,NDLS,9/12/2025 0:20,9/12/2025 0:20,9/12/2025 1:20,9/12/2025 1:26,18,5,DDN,2,3
306.6125927,302.489555,294.3994466,285.0770389,66.6,1011,6.48,103,69.75,Clouds,broken clouds,29.3963,87.5431,58.1,306.6125927,5.91,99.28,Monday,12232,Train_12232,PUNE,ALD,PUNE,ALD,9/12/2025 3:28,9/12/2025 3:29,9/12/2025 4:29,9/12/2025 4:42,30,23,PUNE,4,11
303.3962664,283.9025872,289.4120165,293.7819223,77,1023,11.95,229,88.46,Clear,bright and sunny,16.2834,87.3549,112,303.3962664,12.5,67.84,Monday,12069,Train_12069,VSKP,MAS,VSKP,MAS,9/12/2025 6:50,9/12/2025 6:54,9/12/2025 7:50,9/12/2025 7:55,50,19,VSKP,1,5
299.2609494,302.7478959,307.3040099,298.6011357,91,1001,8.93,100,80.79,Rain,moderate rain,8.973,79.0215,403.9,299.2609494,6.76,73.01,Wednesday,12878,Train_12878,VSKP,MAS,VSKP,MAS,9/12/2025 13:56,9/12/2025 13:58,9/12/2025 14:59,9/12/2025 14:03,46,28,VSKP,1,3
282.5241989,280.7376075,281.3216178,297.0939742,51.8,1020,13.3,28,69.53,Haze,hazy sky,33.185,70.3073,215.7,282.5241989,8.72,21.29,Wednesday,12015,Train_12015,BBS,PUNE,BBS,PUNE,9/12/2025 13:59,9/12/2025 13:00,9/12/2025 14:02,9/12/2025 14:06,11,15,BBS,2,11
284.8488614,280.6637065,290.6764528,287.815892,47.5,1024,6.16,126,63.51,Clear,bright and sunny,17.3199,78.5289,823.3,284.8488614,5.28,7.88,Wednesday,12068,Train_12068,MAS,BBS,MAS,BBS,9/12/2025 17:22,9/12/2025 17:22,9/12/2025 18:22,9/12/2025 18:32,59,1,MAS,1,12
306.9566257,289.7083066,279.2607403,307.7645031,97.8,1007,9.06,337,71.97,Clear,bright and sunny,10.875,82.1239,1294.1,306.9566257,6.37,27.69,Thursday,12052,Train_12052,PUNE,VSKP,PUNE,VSKP,9/12/2025 1:32,9/12/2025 1:35,9/12/2025 2:33,9/12/2025 2:39,59,11,PUNE,1,2
298.1928718,294.6592957,300.1971236,302.3082235,46.5,1017,9.45,9,79.93,Clouds,overcast clouds,21.2801,81.1553,1118.3,298.1928718,6.73,24.89,Sunday,12684,Train_12684,VSKP,PNBE,VSKP,PNBE,9/12/2025 0:07,9/12/2025 0:11,9/12/2025 1:10,9/12/2025 1:18,58,28,VSKP,5,2
280.2759115,303.1122225,305.5422966,307.1372512,68.7,1024,6.26,105,81.36,Rain,heavy rain,28.7486,83.0267,362.6,280.2759115,5.54,23.45,Saturday,12946,Train_12946,CSTM,ALD,CSTM,ALD,9/12/2025 20:41,9/12/2025 20:44,9/12/2025 21:43,9/12/2025 21:53,16,18,CSTM,1,4
283.0441463,300.4988613,286.4011199,307.7629284,75.1,1015,2.16,166,62.98,Clear,clear sky,13.9845,73.0815,629,283.0441463,11.57,19.28,Monday,12993,Train_12993,ALD,MAS,ALD,MAS,9/12/2025 21:12,9/12/2025 21:14,9/12/2025 22:16,9/12/2025 22:19,28,3,ALD,3,3
299.9050531,293.3770812,303.7502503,304.4506756,72.5,1004,1.4,256,78.85,Haze,hazy sky,15.2762,82.9307,786.4,299.9050531,13.37,57.48,Monday,12773,Train_12773,BBS,NDLS,BBS,NDLS,9/12/2025 15:04,9/12/2025 15:05,9/12/2025 16:05,9/12/2025 16:17,23,28,BBS,1,9
280.1518475,288.2088,286.7665469,295.176318,45.2,1021,0.25,294,76.31,Haze,mist,14.5533,73.653,1224.8,280.1518475,8.73,32.81,Thursday,12378,Train_12378,JAT,BBS,JAT,BBS,9/12/2025 21:53,9/12/2025 21:56,9/12/2025 22:54,9/12/2025 22:58,13,9,JAT,4,14
284.8242415,309.913735,305.3231048,300.3164027,43.4,1012,13.1,276,88.36,Clear,bright and sunny,34.7752,85.0105,1266.7,284.8242415,13.75,82.03,Monday,12800,Train_12800,NDLS,NDLS,NDLS,NDLS,9/12/2025 17:40,9/12/2025 17:42,9/12/2025 18:44,9/12/2025 18:47,39,24,NDLS,5,7
296.4620137,292.7854391,300.6188571,286.8109622,46.3,1018,3.55,64,87.24,Thunderstorm,thunderstorm,13.3299,76.7818,1369.1,296.4620137,7.13,18.39,Saturday,12462,Train_12462,NDLS,VSKP,NDLS,VSKP,9/12/2025 15:09,9/12/2025 15:12,9/12/2025 16:13,9/12/2025 16:16,8,4,NDLS,4,6
300.7568559,293.5416107,302.1472033,302.2093625,75.1,1002,3.17,270,81.58,Thunderstorm,thunderstorm,23.539,84.1979,788.4,300.7568559,8.25,46.46,Monday,12526,Train_12526,VSKP,CSTM,VSKP,CSTM,9/12/2025 22:13,9/12/2025 22:16,9/12/2025 23:16,9/12/2025 23:24,49,24,VSKP,4,10
299.5588378,284.9087146,278.5401967,287.3775977,72.7,1007,11.04,187,78.94,Rain,light rain,32.9821,70.9573,1056.7,299.5588378,6.51,1.37,Wednesday,12781,Train_12781,BBS,BBS,BBS,BBS,9/12/2025 21:23,9/12/2025 21:25,9/12/2025 22:23,9/12/2025 22:32,46,13,BBS,3,12
286.7280793,303.8442865,306.8843107,302.8184877,54,1011,4.8,316,60.96,Haze,mist,11.9662,78.1572,212.1,286.7280793,11.21,48.17,Wednesday,12678,Train_12678,VSKP,DDN,VSKP,DDN,9/12/2025 23:10,9/12/2025 23:14,9/12/2025 0:10,9/12/2025 0:18,36,9,VSKP,5,8
301.3653766,300.8104668,299.8001298,288.8879448,78.3,1001,7.59,137,83.84,Thunderstorm,thunderstorm with rain,34.2131,84.1007,869.7,301.3653766,9.2,5.58,Sunday,12062,Train_12062,NDLS,CSTM,NDLS,CSTM,9/12/2025 5:45,9/12/2025 5:48,9/12/2025 6:47,9/12/2025 6:51,50,3,NDLS,2,9
287.1174726,286.6230884,287.1425329,285.526539,89.2,1010,2.44,342,67.1,Haze,hazy sky,33.5819,74.5374,410.6,287.1174726,11.13,97.77,Saturday,12260,Train_12260,DDN,CSTM,DDN,CSTM,9/12/2025 9:02,9/12/2025 9:04,9/12/2025 10:02,9/12/2025 10:13,10,16,DDN,1,3
289.7619909,282.4714314,302.8818399,286.9585347,42.5,1011,14.4,104,60.89,Rain,light rain,31.8834,85.9057,676,289.7619909,12.62,79.06,Saturday,12499,Train_12499,PNBE,VSKP,PNBE,VSKP,9/12/2025 1:28,9/12/2025 1:31,9/12/2025 2:30,9/12/2025 2:35,32,22,PNBE,3,12
302.3947422,300.4149791,286.445636,282.0597641,69.9,1017,12.77,33,65.37,Rain,light rain,13.793,82.6156,969.4,302.3947422,10.46,49.01,Monday,12120,Train_12120,PUNE,NDLS,PUNE,NDLS,9/12/2025 6:52,9/12/2025 6:56,9/12/2025 7:54,9/12/2025 7:03,32,8,PUNE,3,10
299.488987,299.6353364,304.1826152,303.5621885,81.4,1012,12.96,109,83.44,Thunderstorm,thunderstorm with rain,25.1195,81.7512,422.6,299.488987,11.28,8.66,Tuesday,12857,Train_12857,BBS,JAT,BBS,JAT,9/12/2025 20:47,9/12/2025 20:49,9/12/2025 21:48,9/12/2025 21:01,44,26,BBS,2,7
305.4767023,288.1977858,281.3774117,303.9720315,55.1,1004,6.1,32,55.95,Clear,bright and sunny,28.5441,77.071,125.7,305.4767023,14.35,59.24,Monday,12239,Train_12239,CSTM,MAS,CSTM,MAS,9/12/2025 16:51,9/12/2025 16:54,9/12/2025 17:52,9/12/2025 17:02,55,7,CSTM,3,9
299.7283868,308.5259069,299.1105793,297.4480005,58.5,1021,11.44,353,68.25,Fog,fog,34.6228,79.649,64.8,299.7283868,7.99,75.88,Monday,12464,Train_12464,VSKP,PNBE,VSKP,PNBE,9/12/2025 2:29,9/12/2025 2:29,9/12/2025 3:32,9/12/2025 3:35,33,25,VSKP,2,1
297.0492581,284.5317368,294.2209543,286.840884,76.8,1011,2.16,230,69.69,Clouds,broken clouds,12.8714,81.947,82.1,297.0492581,8.59,19.07,Sunday,12106,Train_12106,VSKP,PNBE,VSKP,PNBE,9/12/2025 19:48,9/12/2025 19:52,9/12/2025 20:52,9/12/2025 20:59,46,23,VSKP,2,10
282.810243,292.970044,280.8960341,284.5066301,93.9,1001,0.13,316,51.47,Fog,fog,28.6827,79.4492,62.1,282.810243,12.18,56.82,Tuesday,12179,Train_12179,MAS,ALD,MAS,ALD,9/12/2025 11:36,9/12/2025 11:39,9/12/2025 12:40,9/12/2025 12:46,58,17,MAS,2,9
291.0314741,308.3084776,285.2568148,282.573869,88.6,1004,0.3,265,57.83,Fog,dense fog,17.1476,83.9663,210,291.0314741,11.11,81.42,Monday,12015,Train_12015,ALD,ALD,ALD,ALD,9/12/2025 1:57,9/12/2025 1:58,9/12/2025 2:59,9/12/2025 2:11,9,25,ALD,3,14
287.956071,292.5918195,278.3721211,286.9724453,75,1006,8.8,181,83.07,Haze,mist,12.7419,78.6739,397.3,287.956071,6.79,76.82,Friday,12354,Train_12354,JAT,CSTM,JAT,CSTM,9/12/2025 6:06,9/12/2025 6:08,9/12/2025 7:10,9/12/2025 7:14,9,28,JAT,2,7
287.3196893,299.1557784,292.063039,308.725666,83.8,1023,6.83,339,83.23,Rain,heavy rain,19.3772,74.0455,370.8,287.3196893,8.76,80.3,Friday,12933,Train_12933,VSKP,CSTM,VSKP,CSTM,9/12/2025 16:16,9/12/2025 16:19,9/12/2025 17:18,9/12/2025 17:25,41,16,VSKP,3,10
309.1903166,291.9278319,287.0379578,289.2461053,61.9,1011,7.77,64,61.7,Haze,mist,29.4336,74.2787,1480.9,309.1903166,9.68,87.93,Saturday,12308,Train_12308,CSTM,JAT,CSTM,JAT,9/12/2025 18:19,9/12/2025 18:23,9/12/2025 19:23,9/12/2025 19:31,45,21,CSTM,5,14
291.7929317,288.2264561,295.9507245,292.6281398,78.5,1015,0.11,332,85,Thunderstorm,thunderstorm,20.5509,70.1161,493.7,291.7929317,9.19,93.77,Saturday,12726,Train_12726,JAT,VSKP,JAT,VSKP,9/12/2025 11:53,9/12/2025 11:57,9/12/2025 12:56,9/12/2025 12:02,59,22,JAT,2,4
306.7613967,309.5193294,286.9171342,285.1603645,68,1022,6.34,0,80.87,Clouds,scattered clouds,22.5131,76.0192,234.8,306.7613967,6.78,40.55,Tuesday,12588,Train_12588,ALD,MAS,ALD,MAS,9/12/2025 8:10,9/12/2025 8:11,9/12/2025 9:11,9/12/2025 9:17,32,18,ALD,3,13
298.9341588,292.2800202,286.9975733,288.6708391,51.4,1007,10.77,132,66.72,Thunderstorm,thunderstorm with rain,34.8693,84.9784,841.1,298.9341588,14.24,56.88,Friday,12736,Train_12736,MAS,PNBE,MAS,PNBE,9/12/2025 13:43,9/12/2025 13:44,9/12/2025 14:44,9/12/2025 14:49,45,16,MAS,3,11
303.8443391,306.8229761,300.295796,297.5767371,82.1,1008,6.64,79,79.94,Clear,bright and sunny,18.776,85.8833,1294,303.8443391,12.62,79.07,Wednesday,12604,Train_12604,VSKP,JAT,VSKP,JAT,9/12/2025 1:24,9/12/2025 1:27,9/12/2025 2:26,9/12/2025 2:34,51,15,VSKP,3,12
295.0791128,286.8986382,279.4442851,300.2325805,73.4,1014,10.98,270,88.45,Clouds,broken clouds,24.6158,74.0494,1033.2,295.0791128,9.81,69.71,Wednesday,12180,Train_12180,JAT,PNBE,JAT,PNBE,9/12/2025 20:58,9/12/2025 20:58,9/12/2025 21:02,9/12/2025 21:08,13,2,JAT,1,6
297.3071165,286.3931411,305.0868499,289.3605694,61.5,1004,3.5,240,68.36,Haze,hazy sky,17.8616,89.1809,479.3,297.3071165,11.8,99.55,Tuesday,12173,Train_12173,JAT,DDN,JAT,DDN,9/12/2025 3:23,9/12/2025 3:27,9/12/2025 4:23,9/12/2025 4:34,33,29,JAT,1,11
294.7755308,280.9340225,303.5679162,283.7319648,94.7,1012,12.2,27,59.54,Haze,mist,18.6052,80.0481,864.3,294.7755308,13.97,1.37,Monday,12353,Train_12353,DDN,ALD,DDN,ALD,9/12/2025 18:01,9/12/2025 18:01,9/12/2025 19:04,9/12/2025 19:13,18,20,DDN,2,11
285.8572896,299.5500048,298.0341405,293.7309861,41.3,1004,8.83,222,87.67,Thunderstorm,thunderstorm with rain,26.7823,88.3396,1086.5,285.8572896,6.36,35.51,Saturday,12353,Train_12353,JAT,DDN,JAT,DDN,9/12/2025 20:26,9/12/2025 20:26,9/12/2025 21:30,9/12/2025 21:34,42,4,JAT,5,6
301.6735635,291.0557903,295.7966471,289.0261011,58.9,1010,3.16,22,74.15,Haze,hazy sky,33.3229,84.1353,1105.8,301.6735635,7.5,28.1,Tuesday,12218,Train_12218,NDLS,MAS,NDLS,MAS,9/12/2025 15:18,9/12/2025 15:21,9/12/2025 16:18,9/12/2025 16:30,58,5,NDLS,2,6
288.4231709,305.9307475,304.7690749,288.5866177,43.4,1009,3.55,108,54.21,Haze,mist,22.6437,84.4487,1016.5,288.4231709,10.43,26.23,Friday,12654,Train_12654,ALD,MAS,ALD,MAS,9/12/2025 21:57,9/12/2025 21:59,9/12/2025 22:00,9/12/2025 22:02,56,7,ALD,4,2
280.729479,294.1962972,283.5599054,310.7958841,86,1019,9.42,106,72.91,Fog,dense fog,28.7468,71.7009,1312.7,280.729479,12.99,22.25,Tuesday,12314,Train_12314,CSTM,VSKP,CSTM,VSKP,9/12/2025 16:28,9/12/2025 16:30,9/12/2025 17:31,9/12/2025 17:38,44,29,CSTM,4,5
299.3641689,309.0458028,280.3690749,300.4890146,82.1,1012,12.45,144,70.02,Clear,clear sky,10.4086,74.3998,1311.7,299.3641689,5.36,70.91,Friday,12433,Train_12433,MAS,BBS,MAS,BBS,9/12/2025 1:36,9/12/2025 1:38,9/12/2025 2:37,9/12/2025 2:46,38,27,MAS,5,7
285.3133204,285.5657655,285.1853051,298.7063533,59.9,1008,6.23,353,84.22,Fog,dense fog,13.7013,70.1763,889.5,285.3133204,14.84,8.48,Saturday,12904,Train_12904,ALD,CSTM,ALD,CSTM,9/12/2025 16:10,9/12/2025 16:11,9/12/2025 17:12,9/12/2025 17:17,41,28,ALD,5,6
308.2137575,306.058695,301.8373484,294.4732531,80.5,1020,3.87,138,71.23,Haze,mist,21.5576,84.3226,673.3,308.2137575,9.55,74.16,Wednesday,12281,Train_12281,PNBE,ALD,PNBE,ALD,9/12/2025 18:54,9/12/2025 18:58,9/12/2025 19:58,9/12/2025 19:07,53,15,PNBE,5,3
308.6178573,303.2979056,279.040108,294.86833,63.8,1013,13.01,283,60.21,Rain,moderate rain,8.5403,76.8888,980.3,308.6178573,8.59,69.34,Tuesday,12258,Train_12258,NDLS,JAT,NDLS,JAT,9/12/2025 7:18,9/12/2025 7:19,9/12/2025 8:21,9/12/2025 8:27,46,17,NDLS,1,11
307.4459317,303.1276553,295.4842051,298.2271501,85.4,1017,10.04,297,77.03,Fog,dense fog,14.8271,85.7331,1236.4,307.4459317,7.93,25.08,Saturday,12867,Train_12867,MAS,VSKP,MAS,VSKP,9/12/2025 23:27,9/12/2025 23:31,9/12/2025 0:31,9/12/2025 0:32,18,10,MAS,1,12
291.104761,305.3434968,307.8631255,302.8928942,67.3,1014,6.72,98,71.7,Haze,mist,21.9698,76.7787,58.2,291.104761,6.74,25.28,Saturday,12558,Train_12558,PNBE,JAT,PNBE,JAT,9/12/2025 19:38,9/12/2025 19:42,9/12/2025 20:41,9/12/2025 20:49,22,20,PNBE,4,5
280.4636985,302.8307197,303.6708828,303.0643829,64.7,1009,7.32,316,59.32,Haze,mist,8.404,86.3867,1488.4,280.4636985,12.92,62.89,Thursday,12004,Train_12004,JAT,BBS,JAT,BBS,9/12/2025 5:20,9/12/2025 5:24,9/12/2025 6:21,9/12/2025 6:34,37,29,JAT,5,13
307.8495569,298.7866096,293.6433707,287.1508172,96.1,1023,3.06,122,72.95,Clear,clear sky,15.1427,72.614,315.2,307.8495569,14.55,76.22,Friday,12573,Train_12573,ALD,VSKP,ALD,VSKP,9/12/2025 11:25,9/12/2025 11:28,9/12/2025 12:27,9/12/2025 12:32,58,9,ALD,3,8
292.8455244,283.9373463,279.9092273,297.0033826,55.1,1006,9.4,319,82.86,Thunderstorm,thunderstorm,21.8788,73.4675,731.9,292.8455244,9.14,87.65,Thursday,12979,Train_12979,CSTM,NDLS,CSTM,NDLS,9/12/2025 22:21,9/12/2025 22:23,9/12/2025 23:21,9/12/2025 23:35,38,16,CSTM,4,11
308.9996446,280.9757854,302.9412054,294.3587429,47.2,1007,5.38,286,51.14,Clouds,scattered clouds,23.475,76.8175,1314.4,308.9996446,14.52,85.21,Wednesday,12595,Train_12595,MAS,PNBE,MAS,PNBE,9/12/2025 17:05,9/12/2025 17:06,9/12/2025 18:05,9/12/2025 18:19,32,24,MAS,5,5
308.9085993,307.6254354,295.9693552,308.115809,75.1,1002,14.93,80,75.23,Fog,dense fog,32.9953,78.1697,376.3,308.9085993,13.24,96.49,Saturday,12644,Train_12644,PUNE,CSTM,PUNE,CSTM,9/12/2025 1:10,9/12/2025 1:11,9/12/2025 2:11,9/12/2025 2:18,40,3,PUNE,3,12
305.5902837,298.4995094,281.4479899,300.9425676,98.2,1014,7.2,9,63.98,Fog,fog,25.4243,76.9741,741.4,305.5902837,9.81,58.14,Saturday,12393,Train_12393,PNBE,CSTM,PNBE,CSTM,9/12/2025 18:58,9/12/2025 18:01,9/12/2025 19:01,9/12/2025 19:08,49,22,PNBE,5,10
288.8334668,303.8961187,280.8157185,297.975122,62.7,1015,7.29,7,61.71,Fog,fog,19.1979,85.2729,242.2,288.8334668,11.74,90.87,Monday,12335,Train_12335,DDN,CSTM,DDN,CSTM,9/12/2025 23:13,9/12/2025 23:17,9/12/2025 0:14,9/12/2025 0:25,52,27,DDN,2,3
291.5529319,294.4456705,305.2888046,285.4618393,43.7,1003,8.49,204,65.7,Haze,hazy sky,33.1195,71.939,622.9,291.5529319,9.35,80.85,Friday,12062,Train_12062,NDLS,DDN,NDLS,DDN,9/12/2025 9:59,9/12/2025 9:01,9/12/2025 10:01,9/12/2025 10:07,41,9,NDLS,3,9
305.5341001,283.5192457,298.0760079,300.1691367,60.4,1020,13.75,314,63.68,Clear,bright and sunny,29.1918,77.0243,306.8,305.5341001,10.59,89.47,Monday,12792,Train_12792,NDLS,ALD,NDLS,ALD,9/12/2025 2:35,9/12/2025 2:35,9/12/2025 3:35,9/12/2025 3:48,27,8,NDLS,2,11
289.5076602,283.7555738,302.878604,285.5161172,70.4,1005,12.01,196,83.29,Haze,mist,13.4002,86.7448,577.3,289.5076602,5.58,1.16,Wednesday,12043,Train_12043,DDN,VSKP,DDN,VSKP,9/12/2025 11:59,9/12/2025 11:59,9/12/2025 12:03,9/12/2025 12:11,46,23,DDN,1,3
285.0847824,300.5669586,304.369367,292.1161973,49.7,1000,6.77,197,60.99,Haze,hazy sky,11.5327,71.3359,591.5,285.0847824,11.96,96.59,Monday,12152,Train_12152,NDLS,VSKP,NDLS,VSKP,9/12/2025 15:39,9/12/2025 15:42,9/12/2025 16:39,9/12/2025 16:53,21,7,NDLS,4,2
296.7040379,292.9091768,295.1531706,286.2852589,79.5,1003,10.78,29,79.33,Thunderstorm,thunderstorm,26.2469,88.8469,1490.1,296.7040379,5.53,47.35,Saturday,12925,Train_12925,BBS,DDN,BBS,DDN,9/12/2025 11:40,9/12/2025 11:42,9/12/2025 12:42,9/12/2025 12:54,15,17,BBS,5,6
308.0846432,286.0157418,293.5233906,302.7622094,99.9,1010,8.79,19,53.76,Rain,heavy rain,23.1168,89.7263,1492.5,308.0846432,13.17,79.82,Friday,12781,Train_12781,BBS,MAS,BBS,MAS,9/12/2025 7:01,9/12/2025 7:01,9/12/2025 8:04,9/12/2025 8:11,36,5,BBS,4,8
300.8808939,294.7478364,290.9128223,288.1875634,67.1,1011,7.39,47,88.06,Clear,bright and sunny,29.3212,71.7714,216.4,300.8808939,13.25,12.72,Sunday,12853,Train_12853,MAS,ALD,MAS,ALD,9/12/2025 4:56,9/12/2025 4:56,9/12/2025 5:57,9/12/2025 5:07,41,7,MAS,5,6
297.1018351,281.9262681,287.5083976,293.7557812,61.3,1004,2.88,129,74.89,Fog,fog,27.9477,75.8255,1102.7,297.1018351,7.37,39.59,Friday,12682,Train_12682,PUNE,BBS,PUNE,BBS,9/12/2025 10:42,9/12/2025 10:43,9/12/2025 11:42,9/12/2025 11:54,19,30,PUNE,2,1
282.9152948,297.4591421,291.0378788,308.8702433,64,1022,6.96,292,78.27,Clouds,scattered clouds,24.8807,77.448,125,282.9152948,8.24,27.15,Friday,12155,Train_12155,CSTM,BBS,CSTM,BBS,9/12/2025 9:59,9/12/2025 9:01,9/12/2025 10:59,9/12/2025 10:05,8,13,CSTM,3,8
298.4502168,288.0698021,301.2163897,288.1294915,46.9,1020,3.69,131,61.92,Fog,dense fog,34.6323,85.5278,93.8,298.4502168,9.81,29.17,Thursday,12477,Train_12477,JAT,CSTM,JAT,CSTM,9/12/2025 2:19,9/12/2025 2:19,9/12/2025 3:23,9/12/2025 3:28,43,18,JAT,3,1
309.7016155,303.926773,296.0577029,297.2341519,93,1015,13.72,355,66.48,Haze,mist,22.4069,81.9185,202.7,309.7016155,10.97,12.33,Sunday,12274,Train_12274,BBS,VSKP,BBS,VSKP,9/12/2025 22:21,9/12/2025 22:22,9/12/2025 23:22,9/12/2025 23:32,34,22,BBS,5,9
284.2025205,289.3108588,304.7756987,294.5781498,64.9,1012,5.03,53,58.95,Clear,bright and sunny,11.0539,82.8873,1450,284.2025205,7.87,80.58,Sunday,12357,Train_12357,PNBE,PUNE,PNBE,PUNE,9/12/2025 8:38,9/12/2025 8:40,9/12/2025 9:42,9/12/2025 9:50,14,14,PNBE,2,8
295.5498896,293.6566045,291.3014004,282.5437212,63.2,1012,14.28,280,87.3,Clear,clear sky,30.3634,85.1502,1414.3,295.5498896,10.92,0.92,Sunday,12425,Train_12425,DDN,MAS,DDN,MAS,9/12/2025 11:03,9/12/2025 11:07,9/12/2025 12:07,9/12/2025 12:12,27,18,DDN,5,6
306.3211922,280.3486162,296.2126874,305.7827434,79.6,1016,8,264,69.52,Clear,bright and sunny,14.8,72.3596,331.2,306.3211922,7.98,31.25,Friday,12531,Train_12531,ALD,JAT,ALD,JAT,9/12/2025 5:55,9/12/2025 5:57,9/12/2025 6:58,9/12/2025 6:02,28,3,ALD,5,2
302.2230585,282.1734066,296.9392266,284.0713772,66.5,1006,9.47,214,75.22,Rain,moderate rain,28.9872,86.6642,284.4,302.2230585,5.55,17.44,Wednesday,12482,Train_12482,PUNE,CSTM,PUNE,CSTM,9/12/2025 18:28,9/12/2025 18:31,9/12/2025 19:28,9/12/2025 19:38,40,17,PUNE,5,13
300.9104722,291.7748067,295.7509149,296.2276506,78.9,1007,8.14,289,79.37,Fog,dense fog,33.8419,84.1124,398.8,300.9104722,5.03,58.9,Sunday,12213,Train_12213,CSTM,BBS,CSTM,BBS,9/12/2025 15:45,9/12/2025 15:46,9/12/2025 16:46,9/12/2025 16:54,56,19,CSTM,3,9
301.0745225,294.398165,299.0790132,298.8203488,43.7,1012,1.94,42,64.84,Rain,light rain,26.8135,81.5468,797.5,301.0745225,6.01,25.43,Tuesday,12078,Train_12078,PNBE,BBS,PNBE,BBS,9/12/2025 20:57,9/12/2025 20:01,9/12/2025 21:00,9/12/2025 21:09,9,7,PNBE,5,8
290.7847345,298.0006164,285.1230041,300.8527937,88.8,1022,5.64,73,78.8,Thunderstorm,thunderstorm with rain,24.0928,87.7947,876.1,290.7847345,12.92,25.9,Monday,12138,Train_12138,PUNE,ALD,PUNE,ALD,9/12/2025 22:23,9/12/2025 22:24,9/12/2025 23:26,9/12/2025 23:36,41,21,PUNE,3,13
